index,label
0,Contradiction
1,Entailment
2,Entailment
3,Contradiction
4,Entailment
5,Contradiction
6,Neutral
7,Entailment
8,Entailment
9,Contradiction
10,Contradiction
11,Entailment
12,Contradiction
13,Entailment
14,Neutral
15,Entailment
16,Entailment
17,Neutral
18,Contradiction
19,Neutral
20,Contradiction
21,Entailment
22,Contradiction
23,Entailment
24,Contradiction
25,Contradiction
26,Entailment
27,Entailment
28,Entailment
29,Neutral
30,Contradiction
31,Entailment
32,Contradiction
33,Contradiction
34,Neutral
35,Contradiction
36,Entailment
37,Contradiction
38,Entailment
39,Contradiction
40,Neutral
41,Entailment
42,Contradiction
43,Neutral
44,Neutral
45,Contradiction
46,Neutral
47,Entailment
48,Contradiction
49,Entailment
50,Entailment
51,Entailment
52,Entailment
53,Neutral
54,Entailment
55,Entailment
56,Neutral
57,Neutral
58,Entailment
59,Neutral
60,Entailment
61,Neutral
62,Neutral
63,Neutral
64,Neutral
65,Contradiction
66,Neutral
67,Neutral
68,Contradiction
69,Contradiction
70,Entailment
71,Neutral
72,Entailment
73,Contradiction
74,Neutral
75,Neutral
76,Entailment
77,Neutral
78,Neutral
79,Entailment
80,Neutral
81,Neutral
82,Contradiction
83,Contradiction
84,Entailment
85,Contradiction
86,Contradiction
87,Contradiction
88,Entailment
89,Neutral
90,Contradiction
91,Neutral
92,Entailment
93,Contradiction
94,Entailment
95,Entailment
96,Contradiction
97,Contradiction
98,Entailment
99,Neutral
100,Neutral
101,Entailment
102,Neutral
103,Entailment
104,Neutral
105,Entailment
106,Neutral
107,Neutral
108,Contradiction
109,Entailment
110,Contradiction
111,Neutral
112,Contradiction
113,Entailment
114,Neutral
115,Entailment
116,Entailment
117,Contradiction
118,Contradiction
119,Contradiction
120,Contradiction
121,Contradiction
122,Contradiction
123,Neutral
124,Entailment
125,Entailment
126,Entailment
127,Entailment
128,Contradiction
129,Neutral
130,Entailment
131,Entailment
132,Contradiction
133,Entailment
134,Neutral
135,Entailment
136,Contradiction
137,Neutral
138,Contradiction
139,Contradiction
140,Entailment
141,Contradiction
142,Neutral
143,Neutral
144,Entailment
145,Neutral
146,Entailment
147,Contradiction
148,Neutral
149,Neutral
150,Contradiction
151,Entailment
152,Contradiction
153,Neutral
154,Entailment
155,Entailment
156,Entailment
157,Contradiction
158,Contradiction
159,Contradiction
160,Entailment
161,Entailment
162,Neutral
163,Entailment
164,Neutral
165,Contradiction
166,Neutral
167,Entailment
168,Neutral
169,Entailment
170,Neutral
171,Neutral
172,Entailment
173,Neutral
174,Contradiction
175,Neutral
176,Neutral
177,Neutral
178,Contradiction
179,Contradiction
180,Contradiction
181,Neutral
182,Entailment
183,Entailment
184,Neutral
185,Contradiction
186,Contradiction
187,Neutral
188,Entailment
189,Contradiction
190,Neutral
191,Entailment
192,Contradiction
193,Entailment
194,Neutral
195,Entailment
196,Entailment
197,Entailment
198,Contradiction
199,Neutral
200,Neutral
201,Neutral
202,Entailment
203,Contradiction
204,Contradiction
205,Entailment
206,Entailment
207,Neutral
208,Entailment
209,Neutral
210,Contradiction
211,Contradiction
212,Contradiction
213,Neutral
214,Contradiction
215,Contradiction
216,Entailment
217,Entailment
218,Contradiction
219,Contradiction
220,Contradiction
221,Contradiction
222,Entailment
223,Contradiction
224,Neutral
225,Contradiction
226,Contradiction
227,Neutral
228,Entailment
229,Neutral
230,Entailment
231,Neutral
232,Entailment
233,Entailment
234,Entailment
235,Neutral
236,Neutral
237,Entailment
238,Entailment
239,Entailment
240,Entailment
241,Contradiction
242,Neutral
243,Neutral
244,Neutral
245,Entailment
246,Neutral
247,Neutral
248,Contradiction
249,Neutral
250,Entailment
251,Contradiction
252,Neutral
253,Entailment
254,Neutral
255,Neutral
256,Contradiction
257,Contradiction
258,Entailment
259,Entailment
260,Entailment
261,Entailment
262,Neutral
263,Neutral
264,Contradiction
265,Neutral
266,Contradiction
267,Entailment
268,Contradiction
269,Entailment
270,Contradiction
271,Neutral
272,Entailment
273,Entailment
274,Contradiction
275,Contradiction
276,Contradiction
277,Entailment
278,Neutral
279,Contradiction
280,Neutral
281,Entailment
282,Neutral
283,Entailment
284,Entailment
285,Entailment
286,Neutral
287,Contradiction
288,Entailment
289,Neutral
290,Entailment
291,Contradiction
292,Entailment
293,Contradiction
294,Entailment
295,Contradiction
296,Contradiction
297,Entailment
298,Neutral
299,Entailment
300,Neutral
301,Entailment
302,Neutral
303,Entailment
304,Entailment
305,Entailment
306,Entailment
307,Contradiction
308,Entailment
309,Entailment
310,Neutral
311,Contradiction
312,Contradiction
313,Neutral
314,Neutral
315,Neutral
316,Neutral
317,Neutral
318,Entailment
319,Entailment
320,Entailment
321,Neutral
322,Neutral
323,Entailment
324,Contradiction
325,Entailment
326,Contradiction
327,Neutral
328,Contradiction
329,Contradiction
330,Neutral
331,Entailment
332,Entailment
333,Contradiction
334,Contradiction
335,Contradiction
336,Entailment
337,Contradiction
338,Contradiction
339,Entailment
340,Contradiction
341,Neutral
342,Entailment
343,Contradiction
344,Neutral
345,Entailment
346,Contradiction
347,Contradiction
348,Contradiction
349,Neutral
350,Entailment
351,Entailment
352,Entailment
353,Neutral
354,Neutral
355,Contradiction
356,Neutral
357,Entailment
358,Contradiction
359,Neutral
360,Contradiction
361,Contradiction
362,Contradiction
363,Neutral
364,Contradiction
365,Contradiction
366,Neutral
367,Entailment
368,Entailment
369,Entailment
370,Contradiction
371,Contradiction
372,Entailment
373,Neutral
374,Neutral
375,Entailment
376,Entailment
377,Neutral
378,Entailment
379,Entailment
380,Entailment
381,Neutral
382,Contradiction
383,Neutral
384,Entailment
385,Contradiction
386,Entailment
387,Entailment
388,Contradiction
389,Entailment
390,Neutral
391,Entailment
392,Contradiction
393,Contradiction
394,Contradiction
395,Contradiction
396,Entailment
397,Neutral
398,Contradiction
399,Entailment
400,Contradiction
401,Neutral
402,Contradiction
403,Contradiction
404,Entailment
405,Neutral
406,Contradiction
407,Neutral
408,Contradiction
409,Neutral
410,Entailment
411,Contradiction
412,Contradiction
413,Contradiction
414,Neutral
415,Contradiction
416,Contradiction
417,Entailment
418,Neutral
419,Entailment
420,Neutral
421,Neutral
422,Entailment
423,Neutral
424,Entailment
425,Neutral
426,Neutral
427,Contradiction
428,Contradiction
429,Contradiction
430,Entailment
431,Neutral
432,Contradiction
433,Neutral
434,Entailment
435,Contradiction
436,Entailment
437,Entailment
438,Entailment
439,Entailment
440,Entailment
441,Contradiction
442,Entailment
443,Neutral
444,Contradiction
445,Neutral
446,Neutral
447,Entailment
448,Contradiction
449,Contradiction
450,Contradiction
451,Entailment
452,Entailment
453,Contradiction
454,Contradiction
455,Entailment
456,Neutral
457,Contradiction
458,Entailment
459,Contradiction
460,Entailment
461,Entailment
462,Contradiction
463,Entailment
464,Contradiction
465,Entailment
466,Contradiction
467,Neutral
468,Entailment
469,Contradiction
470,Contradiction
471,Contradiction
472,Entailment
473,Entailment
474,Entailment
475,Contradiction
476,Entailment
477,Contradiction
478,Entailment
479,Contradiction
480,Entailment
481,Entailment
482,Entailment
483,Entailment
484,Entailment
485,Neutral
486,Entailment
487,Neutral
488,Contradiction
489,Entailment
490,Entailment
491,Neutral
492,Neutral
493,Entailment
494,Entailment
495,Entailment
496,Entailment
497,Entailment
498,Entailment
499,Entailment
500,Entailment
501,Entailment
502,Neutral
503,Contradiction
504,Contradiction
505,Entailment
506,Entailment
507,Entailment
508,Entailment
509,Contradiction
510,Contradiction
511,Entailment
512,Entailment
513,Entailment
514,Entailment
515,Contradiction
516,Neutral
517,Entailment
518,Contradiction
519,Contradiction
520,Neutral
521,Neutral
522,Contradiction
523,Entailment
524,Neutral
525,Contradiction
526,Entailment
527,Entailment
528,Entailment
529,Entailment
530,Contradiction
531,Neutral
532,Contradiction
533,Entailment
534,Neutral
535,Contradiction
536,Contradiction
537,Entailment
538,Neutral
539,Neutral
540,Entailment
541,Contradiction
542,Contradiction
543,Entailment
544,Contradiction
545,Neutral
546,Contradiction
547,Entailment
548,Neutral
549,Entailment
550,Neutral
551,Contradiction
552,Entailment
553,Entailment
554,Entailment
555,Contradiction
556,Entailment
557,Contradiction
558,Neutral
559,Contradiction
560,Entailment
561,Contradiction
562,Neutral
563,Neutral
564,Entailment
565,Neutral
566,Entailment
567,Entailment
568,Neutral
569,Contradiction
570,Entailment
571,Entailment
572,Entailment
573,Contradiction
574,Entailment
575,Contradiction
576,Entailment
577,Neutral
578,Contradiction
579,Contradiction
580,Contradiction
581,Entailment
582,Entailment
583,Neutral
584,Entailment
585,Entailment
586,Entailment
587,Entailment
588,Contradiction
589,Entailment
590,Entailment
591,Entailment
592,Contradiction
593,Entailment
594,Contradiction
595,Contradiction
596,Contradiction
597,Neutral
598,Entailment
599,Entailment
600,Contradiction
601,Neutral
602,Contradiction
603,Entailment
604,Neutral
605,Entailment
606,Contradiction
607,Contradiction
608,Contradiction
609,Contradiction
610,Contradiction
611,Entailment
612,Neutral
613,Entailment
614,Contradiction
615,Contradiction
616,Neutral
617,Neutral
618,Contradiction
619,Neutral
620,Contradiction
621,Neutral
622,Entailment
623,Contradiction
624,Entailment
625,Contradiction
626,Contradiction
627,Contradiction
628,Neutral
629,Entailment
630,Contradiction
631,Entailment
632,Neutral
633,Entailment
634,Neutral
635,Entailment
636,Contradiction
637,Entailment
638,Entailment
639,Contradiction
640,Contradiction
641,Entailment
642,Neutral
643,Entailment
644,Neutral
645,Entailment
646,Neutral
647,Contradiction
648,Contradiction
649,Entailment
650,Entailment
651,Contradiction
652,Contradiction
653,Entailment
654,Entailment
655,Neutral
656,Entailment
657,Contradiction
658,Entailment
659,Contradiction
660,Neutral
661,Contradiction
662,Entailment
663,Contradiction
664,Entailment
665,Entailment
666,Entailment
667,Neutral
668,Neutral
669,Neutral
670,Neutral
671,Neutral
672,Contradiction
673,Contradiction
674,Neutral
675,Entailment
676,Neutral
677,Neutral
678,Contradiction
679,Contradiction
680,Neutral
681,Contradiction
682,Entailment
683,Contradiction
684,Contradiction
685,Contradiction
686,Entailment
687,Contradiction
688,Entailment
689,Entailment
690,Neutral
691,Entailment
692,Entailment
693,Contradiction
694,Entailment
695,Neutral
696,Entailment
697,Contradiction
698,Entailment
699,Entailment
700,Neutral
701,Entailment
702,Entailment
703,Neutral
704,Entailment
705,Entailment
706,Contradiction
707,Contradiction
708,Neutral
709,Contradiction
710,Neutral
711,Entailment
712,Neutral
713,Entailment
714,Entailment
715,Entailment
716,Contradiction
717,Neutral
718,Entailment
719,Entailment
720,Entailment
721,Neutral
722,Neutral
723,Contradiction
724,Entailment
725,Contradiction
726,Neutral
727,Contradiction
728,Contradiction
729,Entailment
730,Entailment
731,Neutral
732,Entailment
733,Neutral
734,Entailment
735,Neutral
736,Entailment
737,Contradiction
738,Neutral
739,Entailment
740,Neutral
741,Contradiction
742,Entailment
743,Entailment
744,Contradiction
745,Neutral
746,Neutral
747,Contradiction
748,Entailment
749,Contradiction
750,Neutral
751,Contradiction
752,Neutral
753,Entailment
754,Entailment
755,Neutral
756,Neutral
757,Contradiction
758,Neutral
759,Neutral
760,Entailment
761,Neutral
762,Entailment
763,Contradiction
764,Neutral
765,Entailment
766,Neutral
767,Entailment
768,Contradiction
769,Neutral
770,Contradiction
771,Neutral
772,Neutral
773,Contradiction
774,Entailment
775,Neutral
776,Contradiction
777,Neutral
778,Neutral
779,Neutral
780,Entailment
781,Entailment
782,Contradiction
783,Neutral
784,Entailment
785,Entailment
786,Contradiction
787,Contradiction
788,Entailment
789,Contradiction
790,Entailment
791,Entailment
792,Entailment
793,Contradiction
794,Neutral
795,Entailment
796,Contradiction
797,Entailment
798,Entailment
799,Neutral
800,Entailment
801,Contradiction
802,Neutral
803,Neutral
804,Contradiction
805,Contradiction
806,Entailment
807,Entailment
808,Contradiction
809,Entailment
810,Entailment
811,Contradiction
812,Contradiction
813,Contradiction
814,Neutral
815,Neutral
816,Entailment
817,Neutral
818,Neutral
819,Entailment
820,Neutral
821,Contradiction
822,Entailment
823,Neutral
824,Neutral
825,Neutral
826,Contradiction
827,Neutral
828,Contradiction
829,Contradiction
830,Entailment
831,Contradiction
832,Contradiction
833,Entailment
834,Neutral
835,Contradiction
836,Entailment
837,Contradiction
838,Neutral
839,Contradiction
840,Entailment
841,Entailment
842,Contradiction
843,Entailment
844,Neutral
845,Neutral
846,Contradiction
847,Contradiction
848,Entailment
849,Neutral
850,Neutral
851,Contradiction
852,Entailment
853,Neutral
854,Contradiction
855,Entailment
856,Entailment
857,Neutral
858,Contradiction
859,Entailment
860,Contradiction
861,Entailment
862,Contradiction
863,Contradiction
864,Entailment
865,Entailment
866,Entailment
867,Contradiction
868,Contradiction
869,Contradiction
870,Contradiction
871,Contradiction
872,Entailment
873,Contradiction
874,Neutral
875,Neutral
876,Entailment
877,Contradiction
878,Neutral
879,Neutral
880,Neutral
881,Contradiction
882,Entailment
883,Entailment
884,Entailment
885,Entailment
886,Neutral
887,Contradiction
888,Entailment
889,Contradiction
890,Entailment
891,Entailment
892,Entailment
893,Entailment
894,Contradiction
895,Neutral
896,Entailment
897,Neutral
898,Neutral
899,Entailment
900,Contradiction
901,Contradiction
902,Entailment
903,Entailment
904,Entailment
905,Neutral
906,Entailment
907,Contradiction
908,Entailment
909,Entailment
910,Neutral
911,Neutral
912,Neutral
913,Entailment
914,Neutral
915,Neutral
916,Entailment
917,Contradiction
918,Neutral
919,Entailment
920,Neutral
921,Entailment
922,Entailment
923,Entailment
924,Neutral
925,Contradiction
926,Entailment
927,Entailment
928,Entailment
929,Entailment
930,Neutral
931,Entailment
932,Neutral
933,Neutral
934,Contradiction
935,Contradiction
936,Entailment
937,Contradiction
938,Entailment
939,Contradiction
940,Entailment
941,Entailment
942,Contradiction
943,Contradiction
944,Neutral
945,Entailment
946,Entailment
947,Neutral
948,Neutral
949,Entailment
950,Contradiction
951,Contradiction
952,Contradiction
953,Contradiction
954,Contradiction
955,Entailment
956,Neutral
957,Entailment
958,Contradiction
959,Contradiction
960,Contradiction
961,Entailment
962,Contradiction
963,Contradiction
964,Entailment
965,Neutral
966,Contradiction
967,Entailment
968,Entailment
969,Contradiction
970,Entailment
971,Entailment
972,Neutral
973,Contradiction
974,Contradiction
975,Entailment
976,Entailment
977,Neutral
978,Entailment
979,Entailment
980,Entailment
981,Neutral
982,Entailment
983,Contradiction
984,Neutral
985,Neutral
986,Contradiction
987,Contradiction
988,Neutral
989,Contradiction
990,Entailment
991,Entailment
992,Neutral
993,Contradiction
994,Neutral
995,Entailment
996,Neutral
997,Contradiction
998,Entailment
999,Entailment
1000,Entailment
1001,Entailment
1002,Entailment
1003,Entailment
1004,Neutral
1005,Entailment
1006,Entailment
1007,Entailment
1008,Neutral
1009,Neutral
1010,Neutral
1011,Entailment
1012,Neutral
1013,Contradiction
1014,Neutral
1015,Entailment
1016,Entailment
1017,Entailment
1018,Contradiction
1019,Contradiction
1020,Entailment
1021,Neutral
1022,Neutral
1023,Contradiction
1024,Entailment
1025,Entailment
1026,Neutral
1027,Neutral
1028,Contradiction
1029,Contradiction
1030,Entailment
1031,Neutral
1032,Entailment
1033,Entailment
1034,Neutral
1035,Contradiction
1036,Neutral
1037,Contradiction
1038,Contradiction
1039,Contradiction
1040,Entailment
1041,Neutral
1042,Contradiction
1043,Entailment
1044,Contradiction
1045,Neutral
1046,Contradiction
1047,Entailment
1048,Contradiction
1049,Contradiction
1050,Entailment
1051,Contradiction
1052,Entailment
1053,Contradiction
1054,Neutral
1055,Neutral
1056,Contradiction
1057,Entailment
1058,Entailment
1059,Neutral
1060,Contradiction
1061,Neutral
1062,Contradiction
1063,Entailment
1064,Entailment
1065,Neutral
1066,Entailment
1067,Entailment
1068,Entailment
1069,Entailment
1070,Entailment
1071,Entailment
1072,Neutral
1073,Neutral
1074,Entailment
1075,Contradiction
1076,Entailment
1077,Neutral
1078,Contradiction
1079,Entailment
1080,Neutral
1081,Contradiction
1082,Contradiction
1083,Contradiction
1084,Entailment
1085,Contradiction
1086,Neutral
1087,Neutral
1088,Contradiction
1089,Neutral
1090,Entailment
1091,Neutral
1092,Contradiction
1093,Contradiction
1094,Neutral
1095,Neutral
1096,Entailment
1097,Neutral
1098,Neutral
1099,Contradiction
1100,Entailment
1101,Contradiction
1102,Entailment
1103,Entailment
1104,Contradiction
1105,Entailment
1106,Contradiction
1107,Contradiction
1108,Entailment
1109,Entailment
1110,Entailment
1111,Contradiction
1112,Contradiction
1113,Contradiction
1114,Neutral
1115,Contradiction
1116,Neutral
1117,Entailment
1118,Entailment
1119,Contradiction
1120,Contradiction
1121,Neutral
1122,Neutral
1123,Contradiction
1124,Neutral
1125,Contradiction
1126,Entailment
1127,Entailment
1128,Entailment
1129,Contradiction
1130,Entailment
1131,Entailment
1132,Contradiction
1133,Contradiction
1134,Contradiction
1135,Contradiction
1136,Entailment
1137,Contradiction
1138,Contradiction
1139,Entailment
1140,Contradiction
1141,Entailment
1142,Contradiction
1143,Contradiction
1144,Entailment
1145,Neutral
1146,Entailment
1147,Neutral
1148,Entailment
1149,Contradiction
1150,Entailment
1151,Contradiction
1152,Contradiction
1153,Entailment
1154,Entailment
1155,Neutral
1156,Neutral
1157,Entailment
1158,Neutral
1159,Neutral
1160,Entailment
1161,Contradiction
1162,Contradiction
1163,Entailment
1164,Neutral
1165,Entailment
1166,Neutral
1167,Entailment
1168,Neutral
1169,Neutral
1170,Contradiction
1171,Neutral
1172,Contradiction
1173,Neutral
1174,Entailment
1175,Entailment
1176,Neutral
1177,Entailment
1178,Neutral
1179,Contradiction
1180,Entailment
1181,Entailment
1182,Contradiction
1183,Neutral
1184,Entailment
1185,Neutral
1186,Neutral
1187,Contradiction
1188,Entailment
1189,Contradiction
1190,Entailment
1191,Entailment
1192,Entailment
1193,Neutral
1194,Entailment
1195,Entailment
1196,Entailment
1197,Neutral
1198,Contradiction
1199,Entailment
1200,Entailment
1201,Contradiction
1202,Entailment
1203,Neutral
1204,Neutral
1205,Neutral
1206,Contradiction
1207,Contradiction
1208,Contradiction
1209,Contradiction
1210,Neutral
1211,Entailment
1212,Entailment
1213,Contradiction
1214,Neutral
1215,Contradiction
1216,Neutral
1217,Entailment
1218,Neutral
1219,Neutral
1220,Neutral
1221,Contradiction
1222,Contradiction
1223,Neutral
1224,Entailment
1225,Contradiction
1226,Contradiction
1227,Entailment
1228,Entailment
1229,Neutral
1230,Neutral
1231,Contradiction
1232,Entailment
1233,Contradiction
1234,Neutral
1235,Entailment
1236,Entailment
1237,Entailment
1238,Entailment
1239,Contradiction
1240,Contradiction
1241,Contradiction
1242,Neutral
1243,Contradiction
1244,Entailment
1245,Contradiction
1246,Contradiction
1247,Contradiction
1248,Neutral
1249,Entailment
1250,Neutral
1251,Entailment
1252,Neutral
1253,Contradiction
1254,Neutral
1255,Contradiction
1256,Entailment
1257,Entailment
1258,Contradiction
1259,Entailment
1260,Neutral
1261,Entailment
1262,Entailment
1263,Neutral
1264,Neutral
1265,Neutral
1266,Entailment
1267,Contradiction
1268,Contradiction
1269,Contradiction
1270,Neutral
1271,Entailment
1272,Contradiction
1273,Entailment
1274,Entailment
1275,Neutral
1276,Neutral
1277,Entailment
1278,Contradiction
1279,Entailment
1280,Contradiction
1281,Entailment
1282,Contradiction
1283,Entailment
1284,Neutral
1285,Entailment
1286,Contradiction
1287,Neutral
1288,Entailment
1289,Neutral
1290,Neutral
1291,Neutral
1292,Neutral
1293,Neutral
1294,Entailment
1295,Contradiction
1296,Contradiction
1297,Neutral
1298,Contradiction
1299,Neutral
1300,Contradiction
1301,Contradiction
1302,Entailment
1303,Neutral
1304,Neutral
1305,Neutral
1306,Contradiction
1307,Neutral
1308,Entailment
1309,Contradiction
1310,Neutral
1311,Neutral
1312,Contradiction
1313,Contradiction
1314,Entailment
1315,Contradiction
1316,Neutral
1317,Entailment
1318,Neutral
1319,Neutral
1320,Entailment
1321,Entailment
1322,Neutral
1323,Contradiction
1324,Entailment
1325,Neutral
1326,Entailment
1327,Neutral
1328,Neutral
1329,Contradiction
1330,Neutral
1331,Neutral
1332,Contradiction
1333,Neutral
1334,Contradiction
1335,Contradiction
1336,Contradiction
1337,Entailment
1338,Entailment
1339,Neutral
1340,Entailment
1341,Contradiction
1342,Entailment
1343,Neutral
1344,Entailment
1345,Contradiction
1346,Contradiction
1347,Neutral
1348,Contradiction
1349,Contradiction
1350,Neutral
1351,Contradiction
1352,Contradiction
1353,Entailment
1354,Entailment
1355,Entailment
1356,Contradiction
1357,Contradiction
1358,Entailment
1359,Entailment
1360,Neutral
1361,Contradiction
1362,Neutral
1363,Neutral
1364,Neutral
1365,Contradiction
1366,Contradiction
1367,Contradiction
1368,Entailment
1369,Contradiction
1370,Neutral
1371,Contradiction
1372,Neutral
1373,Contradiction
1374,Contradiction
1375,Neutral
1376,Neutral
1377,Contradiction
1378,Entailment
1379,Entailment
1380,Contradiction
1381,Neutral
1382,Contradiction
1383,Entailment
1384,Contradiction
1385,Entailment
1386,Entailment
1387,Contradiction
1388,Neutral
1389,Contradiction
1390,Entailment
1391,Neutral
1392,Neutral
1393,Entailment
1394,Entailment
1395,Neutral
1396,Entailment
1397,Entailment
1398,Entailment
1399,Contradiction
1400,Contradiction
1401,Neutral
1402,Entailment
1403,Entailment
1404,Entailment
1405,Contradiction
1406,Entailment
1407,Entailment
1408,Contradiction
1409,Contradiction
1410,Contradiction
1411,Neutral
1412,Entailment
1413,Entailment
1414,Contradiction
1415,Neutral
1416,Contradiction
1417,Contradiction
1418,Entailment
1419,Entailment
1420,Entailment
1421,Contradiction
1422,Contradiction
1423,Entailment
1424,Neutral
1425,Entailment
1426,Entailment
1427,Contradiction
1428,Neutral
1429,Neutral
1430,Contradiction
1431,Neutral
1432,Neutral
1433,Entailment
1434,Neutral
1435,Entailment
1436,Contradiction
1437,Entailment
1438,Neutral
1439,Contradiction
1440,Neutral
1441,Entailment
1442,Contradiction
1443,Entailment
1444,Neutral
1445,Contradiction
1446,Contradiction
1447,Neutral
1448,Contradiction
1449,Entailment
1450,Entailment
1451,Neutral
1452,Entailment
1453,Neutral
1454,Neutral
1455,Contradiction
1456,Contradiction
1457,Neutral
1458,Contradiction
1459,Neutral
1460,Contradiction
1461,Neutral
1462,Contradiction
1463,Entailment
1464,Entailment
1465,Contradiction
1466,Contradiction
1467,Neutral
1468,Contradiction
1469,Contradiction
1470,Entailment
1471,Contradiction
1472,Neutral
1473,Contradiction
1474,Entailment
1475,Contradiction
1476,Neutral
1477,Entailment
1478,Entailment
1479,Contradiction
1480,Contradiction
1481,Contradiction
1482,Contradiction
1483,Neutral
1484,Entailment
1485,Neutral
1486,Neutral
1487,Contradiction
1488,Contradiction
1489,Entailment
1490,Contradiction
1491,Entailment
1492,Neutral
1493,Neutral
1494,Neutral
1495,Entailment
1496,Contradiction
1497,Contradiction
1498,Entailment
1499,Contradiction
1500,Contradiction
1501,Entailment
1502,Entailment
1503,Entailment
1504,Neutral
1505,Entailment
1506,Entailment
1507,Entailment
1508,Neutral
1509,Entailment
1510,Entailment
1511,Contradiction
1512,Contradiction
1513,Neutral
1514,Contradiction
1515,Contradiction
1516,Entailment
1517,Neutral
1518,Neutral
1519,Contradiction
1520,Entailment
1521,Contradiction
1522,Neutral
1523,Entailment
1524,Contradiction
1525,Neutral
1526,Contradiction
1527,Neutral
1528,Neutral
1529,Entailment
1530,Neutral
1531,Entailment
1532,Entailment
1533,Contradiction
1534,Neutral
1535,Contradiction
1536,Neutral
1537,Entailment
1538,Entailment
1539,Neutral
1540,Contradiction
1541,Entailment
1542,Neutral
1543,Contradiction
1544,Neutral
1545,Contradiction
1546,Contradiction
1547,Neutral
1548,Neutral
1549,Contradiction
1550,Contradiction
1551,Entailment
1552,Contradiction
1553,Entailment
1554,Neutral
1555,Neutral
1556,Entailment
1557,Neutral
1558,Entailment
1559,Neutral
1560,Neutral
1561,Entailment
1562,Neutral
1563,Neutral
1564,Contradiction
1565,Entailment
1566,Entailment
1567,Entailment
1568,Entailment
1569,Contradiction
1570,Entailment
1571,Contradiction
1572,Entailment
1573,Contradiction
1574,Contradiction
1575,Contradiction
1576,Neutral
1577,Contradiction
1578,Contradiction
1579,Entailment
1580,Neutral
1581,Neutral
1582,Contradiction
1583,Entailment
1584,Neutral
1585,Neutral
1586,Neutral
1587,Entailment
1588,Entailment
1589,Entailment
1590,Contradiction
1591,Entailment
1592,Contradiction
1593,Entailment
1594,Neutral
1595,Neutral
1596,Entailment
1597,Entailment
1598,Neutral
1599,Neutral
1600,Contradiction
1601,Contradiction
1602,Contradiction
1603,Neutral
1604,Entailment
1605,Neutral
1606,Entailment
1607,Entailment
1608,Contradiction
1609,Entailment
1610,Neutral
1611,Neutral
1612,Entailment
1613,Entailment
1614,Entailment
1615,Contradiction
1616,Neutral
1617,Contradiction
1618,Contradiction
1619,Contradiction
1620,Neutral
1621,Entailment
1622,Contradiction
1623,Neutral
1624,Contradiction
1625,Neutral
1626,Neutral
1627,Entailment
1628,Contradiction
1629,Entailment
1630,Contradiction
1631,Entailment
1632,Entailment
1633,Entailment
1634,Entailment
1635,Neutral
1636,Entailment
1637,Contradiction
1638,Contradiction
1639,Entailment
1640,Entailment
1641,Entailment
1642,Entailment
1643,Entailment
1644,Neutral
1645,Neutral
1646,Contradiction
1647,Entailment
1648,Entailment
1649,Contradiction
1650,Contradiction
1651,Entailment
1652,Neutral
1653,Contradiction
1654,Contradiction
1655,Entailment
1656,Neutral
1657,Contradiction
1658,Neutral
1659,Entailment
1660,Entailment
1661,Neutral
1662,Entailment
1663,Entailment
1664,Neutral
1665,Neutral
